id,rbid,name
411,6954,Prognosmall 2004 TPV.doc
412,6955,Porgnosmall 2004.doc
413,6956,bilaga1.xls
414,6956,bilaga2.xls
415,6956,bilaga3.xls
416,6959,Prognosmall 2004.doc
417,6961,Porgnosmall 2004.doc
418,6964,Prognosmall 2004.doc
424,6975,Bilaga 1 (PO-mzxxzl).doc
446,6975,Bilaga 2 (tabellverket).xls
449,6975,Bilaga 3 (kompetensfzwwzrszwwzrjning).xls
422,6975,Bilaga 4 (prognosmall).xls
423,6975,Bilaga 5 (anslag 2004).xls
426,6975,Bilaga 6 (lzxxzneramar och krediter 04).xls
448,6975,Bilaga 7 (pzxxzgzxxzende uppdrag).doc
428,6988,Porgnosmall 2004.doc
433,6994,Bilaga 1 FM RB 2004.doc
434,6994,Bilaga 2 FM RB 2004.doc
435,6994,Bilaga 3 FM RB 2004.doc
436,6994,Bilaga 4 FM RB 2004.doc
432,6994,Bilaga 5 FM RB 2004.doc
437,6994,Bilaga 6 FM RB 2004.doc
438,6994,Bilaga 7 FM RB 2004.doc
429,6994,Bilaga 8 FM RB 2004.doc
431,6994,Bilaga 10 FM RB 2004.doc
439,6994,Bilaga 12 Prognosmall 2004.doc
430,6994,Bil 9 9 FM RB 2004.xls
440,6994,bilaga 11 17 feb.doc
441,7007,Bilaga 1 TPV RB 2004.doc
442,7007,Prognosmall 2004 TPV.doc
450,7014,Porgnosmall 2004.doc
451,7024,Prognosmall 2004.doc
452,7025,bilaga1.xls
453,7025,bilaga2.xls
454,7025,bilaga3.xls
455,7045,Bilaga 1.doc
487,7045,RB zyyzndring Bilaga 1.doc
456,7045,Bilaga 2.doc
457,7045,Bilaga 3.doc
462,7045,RB zyyzndring Bilaga 3.doc
463,7083,Prognosmall 2004.doc
465,7093,Bil 1 FRA Fzwwzund 2004.doc
466,7093,Bil 2 FRA Agenda 21 2004.doc
464,7093,Bil 3 FRA Prognosmall 2004.doc
467,7098,Bilaga ALI.doc
472,7102,Bilaga 1 FM RB 2004.doc
473,7102,Bilaga 2 FM RB 2004.doc
474,7102,Bilaga 3 FM RB 2004.doc
475,7102,Bilaga 4 FM RB 2004.doc
471,7102,Bilaga 5 FM RB 2004.doc
476,7102,Bilaga 6 FM RB 2004.doc
477,7102,Bilaga 7 FM RB 2004.doc
468,7102,Bilaga 8 FM RB 2004.doc
470,7102,Bilaga 10 FM RB 2004.doc
478,7102,Bilaga 12 Prognosmall 2004.doc
469,7102,Bil 9 9 FM RB 2004.xls
479,7102,bilaga 11 17 feb.doc
482,7106,Bilaga 1 (PO-mzxxzl).doc
484,7106,Bilaga 2 (tabellverket).xls
486,7106,Bilaga 3 (kompetensfzwwzrszwwzrjning).xls
480,7106,Bilaga 4 (prognosmall).xls
481,7106,Bilaga 5 (anslag 2004).xls
483,7106,Bilaga 6 (lzxxzneramar och krediter 04).xls
485,7106,Bilaga 7 (pzxxzgzxxzende uppdrag).doc
488,7126,Porgnosmall 2004.doc
492,7189,Prognosmall 2004.doc
495,7195,Bilaga 1.doc
493,7195,RB zyyzndring Bilaga 1.doc
496,7195,Bilaga 2.doc
497,7195,Bilaga 3.doc
494,7195,RB zyyzndring Bilaga 3.doc
498,7203,bilaga1.xls
499,7203,bilaga2.xls
500,7203,bilaga3.xls
505,7226,Bilaga 1 FM RB 2004.doc
506,7226,Bilaga 2 FM RB 2004.doc
507,7226,Bilaga 3 FM RB 2004.doc
508,7226,Bilaga 4 FM RB 2004.doc
504,7226,Bilaga 5 FM RB 2004.doc
509,7226,Bilaga 6 FM RB 2004.doc
510,7226,Bilaga 7 FM RB 2004.doc
501,7226,Bilaga 8 FM RB 2004.doc
503,7226,Bilaga 10 FM RB 2004.doc
511,7226,Bilaga 12 Prognosmall 2004.doc
502,7226,Bil 9 9 FM RB 2004.xls
512,7226,bilaga 11 17 feb.doc
513,7233,Bilaga ALI.doc
515,7242,Bilaga 1 FMV RB04.doc
514,7242,Bilaga 2 FMV RB04.doc
520,7243,Bilaga 1 FM RB 2004.doc
521,7243,Bilaga 2 FM RB 2004.doc
522,7243,Bilaga 3 FM RB 2004.doc
523,7243,Bilaga 4 FM RB 2004.doc
519,7243,Bilaga 5 FM RB 2004.doc
524,7243,Bilaga 6 FM RB 2004.doc
525,7243,Bilaga 7 FM RB 2004.doc
516,7243,Bilaga 8 FM RB 2004.doc
518,7243,Bilaga 10 FM RB 2004.doc
526,7243,Bilaga 12 Prognosmall 2004.doc
517,7243,Bil 9 9 FM RB 2004.xls
527,7243,bilaga 11 17 feb.doc
529,7245,Bilaga 1 FOI RB 2004.doc
528,7245,Bilaga Und.doc
530,7245,Prognosmall 2004.doc
534,7260,bilaga1.xls
535,7260,bilaga2.xls
536,7260,bilaga3.xls
537,7264,Prognosmall 2004.doc
538,7266,Porgnosmall 2004.doc
539,7268,Bilaga 1 FM RB 2004.doc
541,7268,Bilaga 2 FM RB 2004.doc
542,7268,Bilaga 3 FM RB 2004.doc
543,7268,Bilaga 4 FM RB 2004.doc
540,7268,Bilaga 5 FM RB 2004.doc
544,7268,Bilaga 6 FM RB 2004.doc
545,7268,Bilaga 7 FM RB 2004.doc
548,7268,Bilaga 8 FM RB 2004.doc
550,7268,Bilaga 10 FM RB 2004.doc
546,7268,Bilaga 12 Prognosmall 2004.doc
549,7268,Bil 9 9 FM RB 2004.xls
547,7268,bilaga 11 17 feb.doc
552,7269,Bilaga 1 FOI RB 2004.doc
551,7269,Bilaga Und.doc
553,7269,Prognosmall 2004.doc
554,7272,Prognosmall 2004.doc
555,7273,Porgnosmall 2004.doc
700,7313,Bilaga 1 Insatsorganisationens utveckling.doc
642,7313,Bilaga 2 Miljöledning.doc
560,7333,Bilaga 1.doc
558,7333,RB zyyzndring Bilaga 1.doc
561,7333,Bilaga 2.doc
562,7333,Bilaga 3.doc
559,7333,RB zyyzndring Bilaga 3.doc
628,7348,Bilaga till Arbetslivsinstitutets regleringsbrev .doc
690,7364,Bilaga 1.xls
691,7364,Bilaga 2.xls
699,7396,Bilaga 1 Insatsorganisationens utveckling.doc
705,7397,Bilaga 1 FMV RB 2005.doc
644,7397,Bilaga 2 FMV RB 2005.doc
689,7397,Bilaga 3 FMV RB 2005.doc
704,7398,Bilaga 1 Försvarsmaktens insatsorganisation.doc
672,7398,Bilaga 2 försvarsunderrättelseverksamhet.doc
673,7398,Bilaga 3 miljö agenda 21.doc
701,7399,Bilaga 1.doc
703,7399,Bilaga 2.doc
697,7400,Bilaga 1 FM RB 2005.doc
657,7400,Bilaga 2 FM RB 2005.doc
658,7400,Bilaga 3 FM RB 2005.doc
659,7400,Bilaga 4 FM RB 2005.doc
660,7400,Bilaga 5 FM RB 2005.doc
661,7400,Bilaga 6 FM RB 2005.doc
662,7400,Bilaga 7 FM RB 2005.doc
663,7400,Bilaga 8 FM RB 2005.xls
664,7400,Bilaga 9 FM RB 2005.doc
665,7400,Bilaga 10 FM RB 2005.doc
678,7401,Föund.doc
679,7401,Miljö.doc
698,7401,tabell insatsförband.doc
652,7420,Bil 1 Politikområden gällande länsst verksamhet.doc
669,7420,Bil 2 Verksamhetsstatistik.xls
668,7420,Bil 3 Kompetensförsörjning.doc
653,7420,Bil 4 Avgiftsintäkter som disponeras.xls
692,7420,Bil 5 Inkomsttitlar per lst 2005.xls
655,7420,Bil 6 Låneramar och krediter.xls
564,7423,Prognosmall 2004.doc
565,7425,Prognosmall 2004.doc
708,7465,Bilaga 1.doc
709,7465,Bilaga 2.doc
710,7465,Bilaga 3.doc
570,7518,Bilaga 1 (PO-mzxxzl).doc
650,7518,Bilaga 2 ny dec 04 tabellverket.xls
616,7518,Bilaga 3 ny dec 04 personalstatistik.xls
568,7518,Bilaga 4 (prognosmall).xls
569,7518,Bilaga 5 (anslag 2004).xls
615,7518,Bilaga 6 ny dec 04 låneramar och krediter.xls
573,7518,Bilaga 7 (pzxxzgzxxzende uppdrag).doc
575,7533,Porgnosmall 2004.doc
580,7644,Bilaga 1 FM RB 2004.doc
582,7644,Bilaga 2 FM RB 2004.doc
583,7644,Bilaga 3 FM RB 2004.doc
584,7644,Bilaga 4 FM RB 2004.doc
581,7644,Bilaga 5 FM RB 2004.doc
585,7644,Bilaga 6 FM RB 2004.doc
586,7644,Bilaga 7 FM RB 2004.doc
589,7644,Bilaga 8 FM RB 2004.doc
591,7644,Bilaga 10 FM RB 2004.doc
587,7644,Bilaga 12 Prognosmall 2004.doc
590,7644,Bil 9 9 FM RB 2004.xls
588,7644,bilaga 11 17 feb.doc
592,7700,Porgnosmall 2004.doc
599,7720,bilaga1.xls
600,7720,bilaga2.xls
601,7720,bilaga3.xls
711,7738,Bilaga 1 - Indikatorer och prognoser mm.doc
612,7751,Prognosmall 2004.doc
623,7763,Bilaga 1.doc
621,7763,RB zyyzndring Bilaga 1.doc
696,7763,Ändring av Bilaga 1 december 2004doc.doc
624,7763,Bilaga 2.doc
625,7763,Bilaga 3.doc
622,7763,RB zyyzndring Bilaga 3.doc
712,7847,Bilaga 1.xls
713,7847,Bilaga 2.xls
714,7855,Bilaga 1 FMV RB 2005.doc
716,7855,Bilaga 2 FMV RB 2005.doc
715,7855,Bilaga 3 FMV RB 2005.doc
726,7856,Bilaga 1 FM RB 2005.doc
717,7856,Bilaga 2 FM RB 2005.doc
718,7856,Bilaga 3 FM RB 2005.doc
719,7856,Bilaga 4 FM RB 2005.doc
720,7856,Bilaga 5 FM RB 2005.doc
721,7856,Bilaga 6 FM RB 2005.doc
722,7856,Bilaga 7 FM RB 2005.doc
723,7856,Bilaga 8 FM RB 2005.xls
724,7856,Bilaga 9 FM RB 2005.doc
725,7856,Bilaga 10 FM RB 2005.doc
737,7862,Bilaga 1 (PO-mzxxzl).doc
734,7862,Bilaga 2 ny dec 04 tabellverket.xls
733,7862,Bilaga 3 ny dec 04 personalstatistik.xls
735,7862,Bilaga 4 (prognosmall).xls
736,7862,Bilaga 5 (anslag 2004).xls
739,7862,Bilaga 6 ny dec 04 låneramar och krediter.xls
738,7862,Bilaga 7 (pzxxzgzxxzende uppdrag).doc
743,7869,Förskolekonferenser.doc
740,7869,Kulturuppdraget.doc
741,7869,Kulturuppdraget-bilaga.doc
742,7869,Uppdrag sex- och samlevnad.doc
747,7875,Förskolekonferenser.doc
744,7875,Kulturuppdraget.doc
745,7875,Kulturuppdraget-bilaga.doc
746,7875,Uppdrag sex- och samlevnad.doc
757,7906,Bilaga 1 FM RB 2005.doc
748,7906,Bilaga 2 FM RB 2005.doc
749,7906,Bilaga 3 FM RB 2005.doc
750,7906,Bilaga 4 FM RB 2005.doc
751,7906,Bilaga 5 FM RB 2005.doc
752,7906,Bilaga 6 FM RB 2005.doc
753,7906,Bilaga 7 FM RB 2005.doc
754,7906,Bilaga 8 FM RB 2005.xls
755,7906,Bilaga 9 FM RB 2005.doc
756,7906,Bilaga 10 FM RB 2005.doc
777,7907,Bilaga ändringsbeslut 2005-04-07.doc
761,7925,Föund.doc
762,7925,Miljö.doc
760,7925,tabell insatsförband.doc
771,7928,Bil 1 Politikområden gällande länsst verksamhet.doc
776,7928,Bil 2 ny ändrat RB 05 april 05.xls
774,7928,Bil 3 Kompetensförsörjning.doc
772,7928,Bil 4 Avgiftsintäkter som disponeras.xls
770,7928,Bil 5 Inkomsttitlar per lst 2005.xls
773,7928,Bil 6 Låneramar och krediter.xls
790,7941,Riktlinjer för svenskt handelsrelaterat bistånd.doc
781,7942,Bilaga 1.doc
779,7942,Bilaga 2.doc
780,7942,Bilaga 3.doc
785,7947,Förskolekonferenser.doc
801,7947,Kommunikation och mångkulturalitet i förskolan.doc
782,7947,Kulturuppdraget.doc
783,7947,Kulturuppdraget-bilaga.doc
784,7947,Uppdrag sex- och samlevnad.doc
788,7949,Föund.doc
789,7949,Miljö.doc
787,7949,tabell insatsförband.doc
800,7952,Bilaga 1 FM RB 2005.doc
791,7952,Bilaga 2 FM RB 2005.doc
792,7952,Bilaga 3 FM RB 2005.doc
793,7952,Bilaga 4 FM RB 2005.doc
794,7952,Bilaga 5 FM RB 2005.doc
795,7952,Bilaga 6 FM RB 2005.doc
796,7952,Bilaga 7 FM RB 2005.doc
797,7952,Bilaga 8 FM RB 2005.xls
798,7952,Bilaga 9 FM RB 2005.doc
799,7952,Bilaga 10 FM RB 2005.doc
802,7954,Bilaga till Arbetslivsinstitutets regleringsbrev .doc
803,7958,Riktlinjer för svenskt handelsrelaterat bistånd.doc
805,7969,Bilaga 1.xls
804,7969,Bilaga 2.xls
815,7975,Bilaga 1 FM RB 2005.doc
806,7975,Bilaga 2 FM RB 2005.doc
807,7975,Bilaga 3 FM RB 2005.doc
808,7975,Bilaga 4 FM RB 2005.doc
809,7975,Bilaga 5 FM RB 2005.doc
810,7975,Bilaga 6 FM RB 2005.doc
811,7975,Bilaga 7 FM RB 2005.doc
812,7975,Bilaga 8 FM RB 2005.xls
813,7975,Bilaga 9 FM RB 2005.doc
814,7975,Bilaga 10 FM RB 2005.doc
816,7986,Bilaga 1 FMV RB 2005.doc
818,7986,Bilaga 2 FMV RB 2005.doc
817,7986,Bilaga 3 FMV RB 2005.doc
819,8006,Riktlinjer för svenskt handelsrelaterat bistånd.doc
821,8009,Bilaga 1.xls
820,8009,Bilaga 2.xls
823,8010,Bil 1 Politikområden gällande länsst verksamhet.doc
827,8010,Bil 2 ny ändrat RB 05 april 05.xls
826,8010,Bil 3 Kompetensförsörjning.doc
824,8010,Bil 4 Avgiftsintäkter som disponeras.xls
822,8010,Bil 5 Inkomsttitlar per lst 2005.xls
825,8010,Bil 6 Låneramar och krediter.xls
830,8038,Bilaga 1.doc
828,8038,Bilaga 2.doc
829,8038,Bilaga 3.doc
835,8048,Bilaga beslut 2005-06-23.doc
837,8052,Bilaga 1.xls
836,8052,Bilaga 2.xls
838,8059,Bilaga beslut 2005-06-23.doc
840,8075,Bilaga 1 FM RB 2005.doc
841,8075,Bilaga 2 FM RB 2005.doc
842,8075,Bilaga 3 FM RB 2005.doc
843,8075,Bilaga 4 FM RB 2005.doc
844,8075,Bilaga 5 FM RB 2005.doc
845,8075,Bilaga 6 FM RB 2005.doc
846,8075,Bilaga 7 FM RB 2005.doc
847,8075,Bilaga 8 FM RB 2005.xls
848,8075,Bilaga 9 FM RB 2005.doc
839,8075,Bilaga 10 FM RB 2005.doc
849,8081,Bilaga 1 FMV RB 2005.doc
851,8081,Bilaga 2 FMV RB 2005.doc
850,8081,Bilaga 3 FMV RB 2005.doc
855,8091,Förskolekonferenser.doc
856,8091,Kommunikation och mångkulturalitet i förskolan.doc
852,8091,Kulturuppdraget.doc
853,8091,Kulturuppdraget-bilaga.doc
854,8091,Uppdrag sex- och samlevnad.doc
858,8094,Riktlinjer för svenskt handelsrelaterat bistånd.doc
1051,8105,PO-mål.doc
1059,8129,Bilaga 2.xls
1060,8129,Bilaga 3.xls
1045,8136,Bilaga 2 FMV RB06.doc
1046,8136,Bilaga 3 FMV RB06.doc
1043,8137,Bilaga 2.doc
1044,8137,Bilaga 3.doc
1020,8138,Miljöledning.doc
990,8139,Bilaga 2.doc
991,8139,Bilaga 3.doc
992,8139,Bilaga 4.doc
993,8139,Bilaga 5.doc
994,8139,Bilaga 6.doc
995,8139,Bilaga 7.doc
996,8139,Bilaga 8.xls
997,8139,Bilaga 9.doc
1018,8139,Bilaga 10.doc
1026,8140,Bilaga 2 Försvarsunderrättelseverksamhet.doc
1027,8140,Bilaga 3 Miljöledning.doc
1004,8141,bilaga 2 föund.doc
1005,8141,bilaga 3 resultatbudget.doc
1048,8141,bilaga 4 miljö.doc
860,8146,Föund.doc
859,8146,Miljö.doc
861,8146,tabell insatsförband.doc
1047,8207,Bilaga 2 indikatorer.doc
1070,8233,Bilaga 2 till RB06 för FK regbesl 05-12-20 Nr 6.doc
866,8238,Bilaga 1 rev.doc
865,8238,Bilaga 1.doc
863,8238,Bilaga 2.doc
864,8238,Bilaga 3.doc
868,8278,Bilaga 1.xls
867,8278,Bilaga 2.xls
872,8282,Förskolekonferenser.doc
873,8282,Kommunikation och mångkulturalitet i förskolan.doc
869,8282,Kulturuppdraget.doc
870,8282,Kulturuppdraget-bilaga.doc
871,8282,Uppdrag sex- och samlevnad.doc
877,8316,Bil 1 Politikområden gällande länsst verksamhet.doc
1041,8316,Bil 2 Ändrad dec 05.xls
999,8316,Bil 3 Kompetens ändrad dec 05.doc
878,8316,Bil 4 Avgiftsintäkter som disponeras.xls
876,8316,Bil 5 Inkomsttitlar per lst 2005.xls
1000,8316,Bil 6 låneramar och krediter ändrad dec 05.xls
883,8365,Bilaga 1 FMV RB 2005.doc
885,8365,Bilaga 2 FMV RB 2005.doc
884,8365,Bilaga 3 FMV RB 2005.doc
887,8423,Bilaga 1 FM RB 2005.doc
888,8423,Bilaga 2 FM RB 2005.doc
889,8423,Bilaga 3 FM RB 2005.doc
890,8423,Bilaga 4 FM RB 2005.doc
891,8423,Bilaga 5 FM RB 2005.doc
892,8423,Bilaga 6 FM RB 2005.doc
893,8423,Bilaga 7 FM RB 2005.doc
